video_titles,video_ids,video_number
"['LEC 1: INTRODUCTION, THE VISUAL SYSTEM', 'LEC 2: BASIC LAYOUT OF THE VISUAL SYSTEM AND THE RETINA', 'LEC 3: THE LATERNAL GENICULATE NUCLEUS AND THE VISUAL CORTEX', 'LEC 4: THE ON AND OFF CHANNELS', 'LEC 5: THE MIDGET AND PARASOL SYSTEMS', 'LEC 6: ADAPTATION AND COLOR', 'LEC 7: DEPTH PERCEPTION', 'LEC 8: FORM PERCEPTION', 'LEC 9: ILLUSIONS AND VISUAL PROSTHESIS', 'LEC 10: THE NEURAL CONTROL OF VISUALLY GUIDED EYE MOVEMENTS 1', 'LEC 11: THE NEURAL CONTROL OF VISUALLY GUIDED EYE MOVEMENTS 2', 'LEC 12: MOTION PERCEPTION AND PURSUIT EYE MOVEMENTS', 'LEC 13: REVIEW: THE VISUAL AND OCULOMOTOR SYSTEMS', 'LEC 14: SOUND: EXTERNAL, MIDDLE AND INNER EARS', 'LEC 15: HAIR CELLS', 'LEC 16: AUDITORY NERVE; PSYCHOPHYSICS OF FREQUENCY RESOLUTION', 'LEC 17: COCHLEAR NUCLEUS: TONOTOPY, UNIT TYPES AND CELL TYPES', 'LEC 18: HEARING LOSS; DEMO BY SHEILA XU, COCHLEAR IMPLANT USER', 'LEC 19: DESCENDING SYSTEMS AND REFLEXES', 'LEC 20: SOUND LOCALIZATION 1: PSYCHOPHYSICS AND NEURAL CIRCUITS', 'LEC 21: SOUND LOCALIZATION 2: SUPERIOR OLIVARY COMPLEX AND IC', 'LEC 22: AUDITORY CORTEX 1: PHYSIOLOGY AND SOUND LOCALIZATION', 'LEC 23: AUDITORY CORTEX 2: LANGUAGE; BATS AND ECHOLOCATION']","['g1ka1MXpo3s', 'TdOdc_n-ZCA', 'T9HYPlE8xzc', 'n-NpJQgSLrk', '_XTuXlXav78', 'M2KHrh_fCHE', 'rGYhDvz066I', '_ly5LmLte50', 'vPXTDpXwBs0', 'ezBuTFbF5Gs', 'LJZi6CZafms', 'oPb9AWMN2fY', '-I-WA_kSkfA', 'jdiy_lV2xno', 't4IA4GsLMEk', 'PXJvQGDyESc', '9fL2zRnkDdQ', '-2d9XooPwHo', 'qubzQvNNaLI', 'Z937cqa--P8', 'A11axifKMtQ', 'A0KpTR_Ujks', 'OAOec-To-84']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
"['LECTURE 1: INTRODUCTION', 'LECTURE 2: NEUROANATOMY', 'LECTURE 4: COGNITIVE NEUROSCIENCE METHODS I', 'LECTURE 5: COGNITIVE NEUROSCIENCE METHODS II', 'LECTURE 6: EXPERIMENTAL DESIGN', 'LECTURE 7: CATEGORY SELECTIVITY, CONTROVERSIES, AND MVPA', 'LECTURE 8: NAVIGATION I', 'LECTURE 9: NAVIGATION II', 'LECTURE 10: DEVELOPMENT, NATURE & NURTURE I', 'LECTURE 11: DEVELOPMENT, NATURE & NURTURE II (2018)', 'LECTURE 13: NUMBER', 'LECTURE 15: HEARING AND SPEECH', 'LECTURE 16: MUSIC', 'LECTURE 18: LANGUAGE I', 'LECTURE 20: MENTALIZING AND THEORY OF MIND', 'LECTURE 21: BRAIN NETWORKS', 'LECTURE 24: ATTENTION AND AWARENESS']","['ba-HMvDn_vU', 'bAkuNXtgrLA', 'vFZY--lgmHs', 'YD7QG4G7WVg', 'Nk0H3o-hRMA', 'otriwYhNtm0', 'MuRVOQY8KoY', 'ppxK4R8XWfU', 'kAX_PRnliMo', 'xA00vkxG3lE', 'W2PY6z1Wddg', '9Bz-5-RC690', 'YVHM8dSkimo', 'XRdJ5mXBo8A', 'pfZY5aDJazA', 'SchmVoc5NzY', 'B4a0WdGp52g']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
"['1. OVERVIEW AND IONIC CURRENTS', '2. RC CIRCUIT AND NERNST POTENTIAL', '3. NERNST POTENTIAL AND INTEGRATE AND FIRE MODELS', '4. HODGKIN-HUXLEY MODEL PART 1', '5. HODGKIN-HUXLEY MODEL PART 2', '6. DENDRITES', '7. SYNAPSES', '8. SPIKE TRAINS', '9. RECEPTIVE FIELDS', '10. TIME SERIES', '11. SPECTRAL ANALYSIS PART 1', '12. SPECTRAL ANALYSIS PART 2', '13. SPECTRAL ANALYSIS PART 3', '14. RATE MODELS AND PERCEPTRONS', '15. MATRIX OPERATIONS', '16. BASIS SETS', '17. PRINCIPAL COMPONENTS ANALYSIS', '18. RECURRENT NETWORKS', '19. NEURAL INTEGRATORS', '20. HOPFIELD NETWORKS']","['PnJEj6TokDA', '3GC721pNRLE', 'KXnHxZdn8NU', '88tKZLGOr3M', 'K1pxJVdqlxw', 'dNHqd6nGr5o', 'r1VX3WXrYUw', 'osYGG7TKcz8', 'fCqt07IXUPI', 'smHwRzk81b0', '4ip-4ai6kN8', 'Hf1Ma9YkOMY', 'VQXxs59Eiak', '5KhcA454er0', 'Oq_k8F2T1Jc', 'Yjeexoq_WAI', 'N-49t1j-XWY', 'EpPtCLkCGOk', 'vQpo3rTwUjc', 'gt52wUN3VrQ']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
"['SESSION 5: EIGENVALUES AND EIGENVECTORS', 'SESSION 6: SINGULAR VALUE DECOMPOSITION; ITERATIVE SOLUTIONS OF LINEAR EQUATIONS', 'SESSION 7: SOLUTIONS OF NONLINEAR EQUATIONS; NEWTON-RAPHSON METHOD', 'SESSION 8: QUASI-NEWTON-RAPHSON METHODS', 'SESSION 9: HOMOTOPY AND BIFURCATION', 'SESSION 11: UNCONSTRAINED OPTIMIZATION; NEWTON-RAPHSON AND TRUST REGION METHODS', 'SESSION 12: CONSTRAINED OPTIMIZATION; EQUALITY CONSTRAINTS AND LAGRANGE MULTIPLIERS', 'SESSION 13: ODE-IVP AND NUMERICAL INTEGRATION 1', 'SESSION 16: ODE-IVP AND NUMERICAL INTEGRATION 4', 'SESSION 18: DIFFERENTIAL ALGEBRAIC EQUATIONS 2', 'SESSION 19: DIFFERENTIAL ALGEBRAIC EQUATIONS 3', 'SESSION 20: BOUNDARY VALUE PROBLEM 1', 'SESSION 21: BOUNDARY VALUE PROBLEMS 2', 'SESSION 22: PARTIAL DIFFERENTIAL EQUATIONS 1', 'SESSION 25: REVIEW SESSION', 'SESSION 26: PARTIAL DIFFERENTIAL EQUATIONS 2', 'SESSION 27: PROBABILITY THEORY 2', 'SESSION 28: MODELS VS. DATA 1', 'SESSION 30: MODELS VS. DATA 3', 'SESSION 33: MONTE CARLO METHODS 2', 'SESSION 34: STOCHASTIC CHEMICAL KINETICS 1', 'SESSION 35: STOCHASTIC CHEMICAL KINETICS 2', 'SESSION 36: FINAL LECTURE']","['txKXRtlrFfI', 'w9GJyvkHbNM', 'Vu_oF9tcjaA', '8kPUI5HoVxg', 'muFAQx5dUdU', 'SejxqXAlSec', 'PKbah48l3AU', 'KkN_Dk3E2yw', 'KFq33hsMxr4', 'DsmkIG4-hrQ', 'LHBQ5Z4CtwA', 'xE9IGS-_6zo', '3rIGt0GdGMY', 'UZiEFO3J8mE', 'u72VF_VDp2k', 'M19mzHT8JM4', 'WVAfgCmFonU', 'VMyJ_v3K0Tw', '4RSQTqPjOLw', 'uOPuBNtv6Fk', '42TkHA__6bk', 'geVT3JYHeqI', 'We570M74cXE']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
"['LECTURE 1: ALEX MACLEAN, MARCH 6, 2006', 'LECTURE 2: CAMILO JOSE VERGARA, MARCH 13, 2006', 'LECTURE 3: LEWIS WATTS, MARCH 20, 2006', 'LECTURE 4: WENDY EWALD, APRIL 3, 2006', 'LECTURE 5: STEVEN MOGA, WILL STEACY, AND LAWRENCE VALE, APRIL 10, 2006', 'LECTURE 6: MARTIN KRIEGER, APRIL 24, 2006', 'LECTURE 7: LESLIE TUTTLE, MAY 1, 2006', 'LECTURE 8: ANNE WHISTON SPIRN, MAY 8, 2006']","['2t5e-6vvg48', 'It2ggiEoIoI', 'Fxy3tsWDcpY', 'vvsFk4u_FeU', 'H1k6JN63JTo', 'ptjKegETGuA', 'Zk91WpvA0-c', 'r9PqDkaGGcU']","[1, 2, 3, 4, 5, 6, 7, 8]"
[],[],[]
[],[],[]
[],[],[]
[],[],[]
[],[],[]
"['WEEK 1: THE CITY AS A SOCIAL, LEGAL, AND POLITICAL CONCEPT', 'WEEK 5: URBAN UTOPIAS', 'WEEK 11: SCALES OF AGENCY IN A GLOBAL WORLD: INDIVIDUALS, CITIES, NATIONS, AND BEYOND', 'WEEK 13: CONSIDERING JERUSALEM']","['fvJBjtQiV6Q', '0QJRG7e2PPk', 'HmqzZ-lb5zk', 'DWYDS3dFNLg']","[1, 2, 3, 4]"
[],[],[]
"['LECTURE 1: INTRODUCTION TO REFLECTIVE PRACTICE', 'LECTURE 2: THE PRACTICE OF REFLECTION', 'LECTURE 3: WAYS OF KNOWLEDGE GENERATION', 'LECTURE 4: THEORIES, KNOWLEDGE AND PRACTICE', 'LECTURE 5: VIRTUAL WORLDS AND THEIR ROLE IN CREATIVE WORK', 'LECTURE 6: FRAMES, PERCEPTIONS AND INTERPRETATIONS', 'LECTURE 7: REFRAMING FOR RESOLVING INTRACTABLE CONTROVERSIES', 'LECTURE 8: REFRAMING FOR STRATEGIC CREATIVITY', 'LECTURE 9: CONCEPTUAL LEARNING', ""LECTURE 10: FRONTIERS OF SCHÖN'S APPROACH AND ITS RELEVANCE IN THE 21ST CENTURY""]","['QfuVAKCO61M', 'IxaTNJh9rXA', 'AZVum94i7R0', '9QVLu0n_bzg', 'SsHQjxYJI94', 'MqJW8ABqDpA', 'AivFineIBqA', 'yffHXdEQO08', 'VE-QUqS7ohs', 'WbQYpeXWKHI']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
[],[],[]
[],[],[]
"['LECTURE 1: INTRODUCTION AND SUPPLY & DEMAND', 'LECTURE 2: PREFERENCE AND UTILITY FUNCTIONS', 'LECTURE 3: BUDGET CONSTRAINTS AND CONSTRAINED CHOICE', 'LECTURE 4: DEMAND CURVES AND INCOME/SUBSTITUTION EFFECTS', 'LECTURE 5: PRODUCTION THEORY', 'LECTURE 6: COSTS', 'LECTURE 7: COMPETITION I', 'LECTURE 8: COMPETITION II', 'LECTURE 9: SUPPLY AND DEMAND & CONSUMER/PRODUCER SURPLUS', 'LECTURE 10: WELFARE ECONOMICS', 'LECTURE 11: MONOPOLY I', 'LECTURE 12: MONOPOLY II', 'LECTURE 13: OLIGOPOLY', 'LECTURE 14: OLIGOPOLY II', 'LECTURE 15: INPUT MARKETS I—LABOR MARKET', 'LECTURE 16: INPUT MARKETS II—LABOR AND CAPITAL', 'LECTURE 17: MAKING CHOICES OVER TIME', 'LECTURE 18: INCREASING SAVINGS & INTRODUCTION TO TRADE', 'LECTURE 19: INTERNATIONAL TRADE: WELFARE AND POLICY', 'LECTURE 20: UNCERTAINTY', 'LECTURE 21: EFFICIENCY AND EQUITY', 'LECTURE 22: GOVERNMENT REDISTRIBUTION AND TAXATION', 'LECTURE 23: MARKET FAILURES I: EXTERNALITIES', 'LECTURE 24: MARKET FAILURES II: INFORMATIONAL ASYMMETRY', 'LECTURE 25: HEALTH ECONOMICS']","['_OkTw766oCs', 'tCKk22kaZi4', 'jHEPQpSKdbg', 'x0scPosOsoI', 'ftmvsahQ6Wo', 'TSYNHb6YBEE', 'BNy84DCRxzo', 'F0ulAkrfvzo', '1UtJGRojmIg', 'PC3qooaF5Xs', 'FJVOh57UxL8', 'ufrYzoR_4xE', '0kA91PvS3sk', 'oFL2Hxqg7eo', '6XhkCU8Rw_0', 'RnN2rgCrIzs', 'BUnUOv_INyM', 'B6wI0CE4GjM', 'DxXB8Q5AWvw', 'a9Uz7tXETq4', 'osaVeUBA0Qk', 'BF1ZtGIjTik', 'ZLnj2cnCPGE', 'hm5zqBPsRJM', 'jsiCft5v2dk']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
[],[],[]
[],[],[]
"['LECTURE 1: INTRODUCTION AND OVERVIEW I', 'LECTURE 2: INTRODUCTION AND OVERVIEW II', 'LECTURE 3: TIME PREFERENCES (THEORY) I', 'LECTURE 4: TIME PREFERENCES (THEORY) II', 'LECTURE 5: TIME PREFERENCES (APPLICATIONS) I', 'LECTURE 6: TIME PREFERENCES (APPLICATIONS) II', 'LECTURE 7: RISK PREFERENCES I', 'LECTURE 8: RISK PREFERENCES II', 'LECTURE 9: REFERENCE-DEPENDENT PREFERENCES', 'LECTURE 10: SOCIAL PREFERENCES I', 'LECTURE 11: SOCIAL PREFERENCES II', 'LECTURE 12: SOCIAL PREFERENCES III', 'LECTURE 13: SOCIAL PREFERENCES IV', 'MID-TERM REVIEW', 'LECTURE 14: LIMITED ATTENTION', 'LECTURE 15: UTILITY FROM BELIEFS; LEARNING I', 'LECTURE 16: UTILITY FROM BELIEFS; LEARNING II', 'LECTURE 17: STATE-DEPENDENT PREFERENCES, PROJECTION, AND ATTRIBUTION BIAS', 'LECTURE 18: GENDER, DISCRIMINATION, AND IDENTITY', 'LECTURE 19: DEFAULTS, NUDGES, AND FRAMES', 'LECTURE 20: MALLEABILITY AND INACCESSIBILITY OF PREFERENCES', 'LECTURE 21: POVERTY THROUGH THE LENS OF PSYCHOLOGY', 'LECTURE 22: HAPPINESS AND MENTAL HEALTH', 'LECTURE 23: POLICY WITH BEHAVIORIAL AGENTS']","['j5XdY5wkVTA', 'lD_73cro7wc', 'UbRlSqmN4uM', '_iNqssktTto', 'bBOBSC16NLU', '8WhNaFsFC8I', 'pwFsPEPPUGU', 'Lhtf6jFM8Vo', 'SC8K6gNAIL4', 'JXRd60knm-A', 'S6JHQ3-bsHk', 'l7mu7-YNSg0', 'K7QVIqV2QMk', 'ik1gdNwHLiY', 'szy8tLyFS-Q', 'j9Zeole0bYg', 'qk0mVzI1L78', '3UTfFMTqH70', '5C-Wp6sL8lg', 'S-BaPQR1ZRU', 'Z0vdSf8m13k', 'Re2lkF0vgQw', '_LJnCFFyF-M', 'UI4Hjug3rEc']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
"['LECTURE 1: INTRODUCTION', 'LECTURE 2: WHAT IS A POVERTY TRAP?', 'LECTURE 3: SOCIAL EXPERIMENTS: WHY AND HOW?', 'LECTURE 5: IS THERE A NUTRITION-BASED POVERTY TRAP?', 'LECTURE 6: NUTRITION: THE HIDDEN TRAPS', 'LECTURE 8: HEALTH: LOW HANGING FRUIT?', 'LECTURE 9: EDUCATION: SETTING THE STAGE', 'LECTURE 10: IS IT POSSIBLE TO DELIVER QUALITY EDUCATION TO THE POOR-THE PRATHAM-JPAL PARTNERSHIP', 'LECTURE 11: EDUCATION: THE MAN MADE TRAP', 'LECTURE 12: (SOMEWHAT) UN-ORTHODOX FINDINGS ON THE FAMILY', 'LECTURE 13: HOW DO FAMILIES DECIDE?', 'LECTURE 14: GENDER DISCRIMINATION', 'LECTURE 15: RISK AND INSURANCE', 'LECTURE 16: INSURANCE', 'LECTURE 17: THE (NOT SO SIMPLE) ECONOMICS OF LENDING TO THE POOR', 'LECTURE 19: THE PROMISE AND PERILS OF MICROFINANCE', 'LECTURE 20: SAVINGS', 'LECTURE 21: SAVINGS 2', 'LECTURE 22: ENTREPRENEURS AND WORKERS', 'LECTURE 24: POLICIES, POLITICS: CAN EVIDENCE PLAY A ROLE IN THE FIGHT AGAINST POVERTY?', 'LECTURE 25: POLICIES, POLITICS: CAN EVIDENCE PLAY A ROLE IN THE FIGHT AGAINST POVERTY?, CONT.', 'LECTURE 26: FIVE THOUGHTS IN PLACE OF A SWEEPING CONCLUSION']","['K2LvCx8H0OU', '7y67IP6XTPc', 'U1g_-FzqUXc', 'FQZN92nEC0Q', 'qAS8Kh2pz9o', 'b0VOqHiq5zU', 'qgA-JxgtjZg', 'klz2SdQorbA', 'quATCFNpM50', 'vE3v2HtAQto', 'GdHqomimt8c', 'jXU0OeAaHn8', 'LERsET25_l0', 'kvmrpgEReX8', 'Yh6r3I821ng', 'ZaN3W5as42s', 'nc7dDE4_3zs', 'p5ro4x1r16Q', 'xuAD_a1OuNo', 'LLdc7VyZHt4', 'FLwiEHSEQt8', '6RbIUZ-ZvZs']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
"['LECTURE 1: FINANCE, GROWTH, AND VOLATILITY', 'LECTURE 2: MICRO-FOUNDED MACRO MODELS', 'LECTURE 3: GROWTH, TFP, AND INEQUALITY', 'LECTURE 4: GROWTH, TFP, DOMESTIC AND INTERNATIONAL CAPITAL FLOWS', 'LECTURE 5: MEASUREMENT IN DEVELOPMENT', 'LECTURE 6: INSURANCE', 'LECTURE 7: CAPITAL ASSET PRICING', 'LECTURE 8: MACRO APPROACHES TO CONSUMPTION SMOOTHING AND RISK SHARING', 'LECTURE 9: LABOR AND DEVELOPMENT', 'LECTURE 10: DYNAMIC FINANCIAL CONSTRAINTS', 'LECTURE 11: EVALUATION OF A LARGE SCALE MICROFINANCE EXPERIMENT', 'LECTURE 12: FROM REDUCED FORM TO STRUCTURAL EVALUATION']","['0hA7nbRzOy0', 'MR_Dwrf9yII', 'Q0Ponv0DBXU', 'ekWxanQrsz4', 'AW3a2ECNFlE', 'IVm21JGcwFo', 'h6Ok8CNVOaE', '-CASb3VeZRg', 'w7aOU0ZAJp0', 'BrvMZf2jaso', 'ONO1anWuNOk', 'M7zTtKAbRn4']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]"
"['LECTURE 1: THIS COURSE AND THE U.S. ENERGY SYSTEM', 'LECTURE 2: COMPARATIVE ENERGY SYSTEMS', 'LECTURE 3: U.S. ENERGY PROBLEMS', 'LECTURE 4: THE MARKET AND THE STATE', 'LECTURE 5: PATH DEPENDENCE IN ENERGY SYSTEMS', 'LECTURE 6: CLIMATE SCIENCE AND POLICY', 'LECTURE 8: ECONOMICS OF ENERGY DEMAND', 'LECTURE 9: ENERGY USE BY INDIVIDUALS AND HOUSEHOLDS', 'LECTURE 10: NORMATIVE FRAMEWORKS FOR BUSINESS DECISIONS', 'LECTURE 11: BUSINESS DECISIONS IN REALITY: CHP AT HEXION', 'LECTURE 12: ORGANIZATIONAL DECISION-MAKING: BIODIESEL AT MIT', 'LECTURE 13: DEVELOPING PROFITABLE STRATEGIES', 'LECTURE 14: INNOVATION AND ENERGY BUSINESS MODELS', 'LECTURE 15: NON-RENEWABLE ENERGY RESOURCES', 'LECTURE 16: SHALE: OPPORTUNITIES & CHALLENGES', ""LECTURE 17: (YESTERDAY’S &) TODAY'S ELECTRIC POWER SYSTEM"", 'LECTURE 18: TOMORROW’S ELECTRIC POWER SYSTEM', 'LECTURE 19: MAKING PUBLIC POLICY', 'LECTURE 20: SOCIAL MOVEMENTS', 'LECTURE 21: U.S. ENVIRONMENT POLICY', 'LECTURE 22: ECONOMIC DEVELOPMENT & GREEN GROWTH']","['-7dYXCHtTFY', '2wGduvHRck4', 'XJdqfhuqLJA', 'LoXGM05lqKc', 'WpcbBk5ckas', '2oooMpS_3vg', '_d-sBKShO90', '-WapZQ_LwFM', 'm0eRTYvmRDg', 'XMVoIzP6Kpo', 'mKmMDYGO3-Y', 'FaLqAip6A0Q', '_dZtcXCwIFw', 'NmVdm5kqDvM', 'f12cqwfH-N0', '8aNkTgarBis', 'ruRaCsL9tpQ', '6nhKL-AuvY4', '0pB2Wn6fvj4', '6Rq2VFCGQfE', 'hVYBgsi0JcM']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]"
[],[],[]
[],[],[]
[],[],[]
"['LECTURE 1: THE PARADIGM SHIFT FROM PRODUCER TO USER INNOVATION', 'LECTURE 2: BASING NEW COMMERCIAL PRODUCTS ON ""LEAD USER"" INNOVATIONS', 'LECTURE 3: USERS WORKING TOGETHER IN COMMUNITIES ARE POWERFUL INNOVATORS', 'LECTURE 4: TOOLKITS TO SUPPORT PRODUCT DEVELOPMENT BY CUSTOMERS']","['cKcAcm5NDOI', '31iUEuwi740', 'odj5VnTI490', 'RPSt0o3yRhI']","[1, 2, 3, 4]"
[],[],[]
[],[],[]
[],[],[]
[],[],[]
"['SESSION 1: INTRODUCTION', 'SESSION 2: MONEY, LEDGERS, AND BITCOIN', 'SESSION 3: BLOCKCHAIN BASICS & CRYPTOGRAPHY', 'SESSION 4: BLOCKCHAIN BASICS AND CONSENSUS', 'SESSION 5: BLOCKCHAIN BASICS AND TRANSACTIONS, UTXO, AND SCRIPT CODE', 'SESSION 6: SMART CONTRACTS AND DAPPS', 'SESSION 7: TECHNICAL CHALLENGES', 'SESSION 8: PUBLIC POLICY', 'SESSION 9: PERMISSIONED SYSTEMS', 'SESSION 10: FINANCIAL SYSTEM CHALLENGES AND OPPORTUNITIES', 'SESSION 11: BLOCKCHAIN ECONOMICS', 'SESSION 12: ASSESSING USE CASES', 'SESSION 13: PAYMENTS, PART 1', 'SESSION 14: PAYMENTS, PART 2', 'SESSION 15: CENTRAL BANKS & COMMERCIAL BANKING, PART 1', 'SESSION 16: CENTRAL BANKS & COMMERCIAL BANKING, PART 2', 'SESSION 17: SECONDARY MARKETS AND CRYPTO-EXCHANGES', 'SESSION 19: PRIMARY MARKETS, ICOS, & VENTURE CAPITAL, PART 1', 'SESSION 20: PRIMARY MARKETS, ICOS, & VENTURE CAPITAL, PART 2', 'SESSION 21: POST TRADE CLEARING, SETTLEMENT, & PROCESSING', 'SESSION 22: TRADE FINANCE & SUPPLY CHAIN', 'SESSION 23: DIGITAL ID', 'SESSION 24: CONCLUSION']","['EH6vE97qIP4', '5auv_xrvoJk', '0UvVOMZqpEA', 'w7HDA8gUbpQ', 'zGDTt9Q3vyM', 'JPkgJwJHYSc', 'GLVrOlHLJ1U', 'sMnBl0g3Ev4', 'vPJ8oQ99r9c', 'l0vD_FBWk0g', '_eGNSuTBc60', 'ObGYNQLG3us', 'ojcOUtUwIe4', '_Ycy0Dy-B1c', 'lPD9fx8fK1k', 'uNqMBBbb6UI', 'KHBi3n0hUSU', 'iWpQpPbo7rM', '7EXcHqLg7BI', '-cZPoqnRZq4', 'DsSzQfejwMk', 'W06Le8fw0vU', 'CJCKTixMb70']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
"['SESSION 1, PART 1: INTRODUCTION AND OVERVIEW OF BUSINESS PLANS', 'SESSION 1, PART 2: REFINING AND PRESENTING YOUR VENTURE IDEA', 'SESSION 2, PART 1: MARKETING AND SALES', 'SESSION 2, PART 2: BUSINESS MODELS', 'SESSION 3, PART 1: FINANCING SOURCES PANEL', 'SESSION 3, PART 2: FINANCIAL PROJECTIONS', 'SESSION 4, PART 2: LEGAL ISSUES']","['ZcPNcoTbkIU', 'Lau7bwQAWr4', 'Azq6S6Hx0gU', 'b9Yyj3htBLE', '9upRT5T7drI', '3vKlYA7vXOk', 'sfYD3LX-Rgw']","[1, 2, 3, 4, 5, 6, 7]"
"['LECTURE 1: OVERVIEW AND INTRODUCTION', 'LECTURE 2: INTRODUCTION TO POSTFLOP PLAY', 'LECTURE 3: TOURNAMENTS VS. CASH GAMES', 'LECTURE 4: PREFLOP RE-RAISING THEORY', 'LECTURE 6: INDEPENDENT CHIP MODEL', 'LECTURE 7: AN IN-DEPTH COMBINATORIAL HAND ANALYSIS']","['62nDLA_A8gs', 'uFsM8pc36QQ', 'KTzFk1s2ymE', '_GgdGtQME1I', 'zlmokDj0DaU', 'u14ymLSF8y4']","[1, 2, 3, 4, 5, 6]"
"['INTRODUCTION TO POKER THEORY', 'ANALYTICAL TECHNIQUES', 'BASIC STRATEGY', 'PREFLOP ANALYSIS', 'TOURNAMENT PLAY', 'POKER ECONOMICS', 'GAME THEORY', 'DECISION MAKING']","['OTkq4OsG_Yc', 'tXVDY1HvrVU', 'LCoPLFaeq0U', 'tssNDp5I6zA', 'JQSTRkGEiWw', 'IZZ4y5GfdOU', 'MnbQjpejZt4', 'kn92WXcKr0M']","[1, 2, 3, 4, 5, 6, 7, 8]"
[],[],[]
[],[],[]
"['SES. 1-2 THE START OF YOUR LEAN JOURNEY', 'SES. 1-3 LEAN THINKING PART 1', 'SES. 1-3 LEAN THINKING PART 2', 'SES. 1-4 NEW BALANCE® PLANT TOUR', 'SES. 1-5 PEOPLE: THE HEART OF LEAN', 'SES. 1-6 VALUE STREAM MAPPING BASICS', 'SES. 2-1E, 2-3E, AND 2-5E SIMULATION VIDEO', 'SES. 2-2E LEAN SUPPLY CHAIN BASICS', 'SES. 2-4E LEAN ENGINEERING BASICS', 'SES. 2-1H, 2-3H, AND 2-5H SIMULATION VIDEO', 'SES. 2-2H CONTINUOUS PROCESS IMPROVEMENT', 'SES. 2-4H IMPROVING THE ENTERPRISE', 'SES. 3-2 VARIABILITY SIMULATION', 'SES. 3-3 LEAN FOR HEALTHCARE: AN OVERVIEW', 'SES. 3-4 A3 THINKING', 'SES. 3-5 QUALITY TOOLS AND TOPICS', 'SES. 3-6 SIX SIGMA BASICS']","['T1K4pkhtad8', 'POBjtg7oDFg', 'u3Umk_2PVuw', 'pfZ6CTEPc9s', 'uVlkeGHup6E', 'Ba8ZyAmffAM', 'Swo3Lvw7ivg', '8RlA0D6cjDc', 'S_VLW77bN5E', 'F3tPapv5w48', 'dNvt3SSm9Jc', 'uGkH08B05Q4', 'uDBGHmhAmT8', 'I-DIXcoeaNQ', 'z1KloN7Ub0M', 'hQRfikgHzdg', 'c6-ybCfU6Zc']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
